Id,Predicted
0,36.72955196765232
1,28.26643456149667
2,22.9693361043665
3,31.74408395255016
4,34.77290068232518
5,20.212120937462483
6,25.118343665600456
7,23.693039767872552
8,38.96357254770551
9,20.55074242528609
10,30.929988157313726
11,19.4714430208827
12,23.73844261484689
13,24.679481393539263
14,51.59991532870777
15,34.303165830219235
16,35.09982231317604
17,31.755807297931263
18,35.44294807352662
19,28.10742925963827
20,37.8210090858794
21,24.35538634308962
22,51.284421321456726
23,34.91597930531922
24,25.759803174118886
25,41.39797484541457
26,24.93671793199245
27,26.00479736390928
28,43.78782253848011
29,22.1589692893417
30,28.00655049180525
31,37.57461879758695
32,22.8190039807404
33,18.620433164639596
34,25.268792260797877
35,21.528848253715456
36,18.25903445774901
37,32.02560519255049
38,18.25680417708451
39,22.96820761796517
40,21.727600319465683
41,23.241705016139452
42,40.32175744120289
43,34.88198898307878
44,52.25767706303078
45,44.077418001726734
46,29.620104395886848
47,40.355196728998656
48,21.286369163435182
49,30.708941901135276
50,27.560605712324673
51,21.900091089073136
52,28.63016583752285
53,26.40149097956185
54,24.167363138214192
55,23.283389077934892
56,30.152911577914523
57,27.31712258795158
58,22.470053855677552
59,25.32950961764971
60,19.595410516919763
61,20.51881522319192
62,33.892699105014145
63,23.41241167394591
64,30.41562496504205
65,28.943746646593084
66,18.511180268288122
67,25.790172303643672
68,21.874744737501945
69,30.52404153330442
70,26.824358511815852
71,18.27592421692038
72,27.12935913238101
73,24.083745394634843
74,29.92407994235853
75,47.333505029560335
76,45.23935456455543
77,31.015470274663702
78,21.355517427094053
79,25.921707337804758
80,27.12878702166224
81,37.89249031429411
82,28.444727601089497
83,32.27086003482979
84,19.160657146248806
85,52.570376122797555
86,20.962303509193713
87,21.591196833401657
88,26.54029483401202
89,20.542819565106377
90,32.6216833198633
91,17.79762567158744
92,18.395275106105267
93,36.26345181095454
94,19.684637963847006
95,19.863217336936692
96,19.911482072027955
97,30.395758888911196
98,35.81873250113921
99,41.336201500067105
100,32.77787878686473
101,36.84526205203926
102,24.643081022507168
103,46.740268965990765
104,20.59139059415271
105,24.09447761765287
106,19.724341135323968
107,20.76054810713968
108,33.99854586315216
109,17.794384992476324
110,27.517639641814654
111,23.08969197616668
112,21.11446316645736
113,28.162475122964263
114,20.535502754289006
115,33.79492783875069
116,22.203848928089393
117,20.926127852067307
118,33.79319220930961
119,21.706882441705446
120,24.99258838568583
121,36.629995887844046
122,19.07292000848426
123,44.65862892826079
124,27.56318019566098
125,19.520998765864217
126,32.70189081147981
127,33.70674576686641
128,23.30896069672364
129,19.35229053219701
130,23.240091778520114
131,45.720651004422535
132,22.796590847493096
133,44.15072492902801
134,32.87985146183614
135,19.52105281679261
136,19.582121907464312
137,35.505869986677894
138,29.00141658615969
139,22.890211054022696
140,23.234893318106984
141,23.913052617057623
142,23.612043692072106
143,27.185913121381844
144,35.032642267322245
145,36.74928437830038
146,33.07677150773396
147,31.526764646374836
148,24.260653556369324
149,30.619463338459216
150,40.87928970962365
151,32.87357820636732
152,51.16390299761064
153,17.7491085375652
154,42.980433711006505
155,24.613374876607576
