Id,Predicted
0,37.39424673175401
1,29.08948528346308
2,22.00856675029388
3,30.170061011372802
4,41.37987146411157
5,18.949777707013315
6,28.88684583774717
7,22.722117110223387
8,42.24749581372344
9,22.909943005527513
10,30.114042536817756
11,18.498788851184923
12,26.08902475743824
13,28.26773129059825
14,53.07397925198552
15,36.940309526353715
16,35.38239595283191
17,23.665331495187772
18,24.193310983032497
19,28.553804030741315
20,35.29305462036527
21,30.738594751897732
22,36.92979466691956
23,32.37918939336929
24,26.450899247367182
25,39.31491600350799
26,33.661754300373715
27,22.324120203069626
28,41.428135904397806
29,25.28115362588539
30,29.874033383790515
31,31.126584900788746
32,23.81027497901483
33,18.909969487692855
34,28.217516469996607
35,21.155347743612197
36,23.5715305213144
37,34.23406312914418
38,20.061113706369166
39,23.327653956122234
40,21.56179045171302
41,22.71497547488122
42,35.21264482819081
43,37.31322592727688
44,42.55918677398814
45,56.092976723857326
46,31.539337966599156
47,42.8762215897622
48,19.606642657315476
49,39.134316020094516
50,25.539582334094515
51,22.55551053741087
52,38.01466366272441
53,25.36973415692559
54,25.838354879832135
55,24.11054549215482
56,33.911346239222766
57,32.74687568592607
58,24.59142817986087
59,27.937329198919965
60,19.61660928773053
61,20.69262725738471
62,30.00516937781565
63,25.7744916677854
64,24.698108425995738
65,28.59715339221291
66,18.043577459204798
67,23.682072907510637
68,25.50445117097177
69,33.79350502521276
70,24.190883223422865
71,19.937760245610384
72,22.718564585497855
73,21.90106303307144
74,32.001878649130305
75,57.19998315640624
76,32.600088224045
77,31.66759479548034
78,20.453111951211373
79,36.11446756047114
80,21.060970288027615
81,32.0340918599717
82,25.664926027703892
83,30.416869943313245
84,20.90828630431725
85,44.38364563874485
86,20.558558814649125
87,19.72608422853612
88,22.110553850917654
89,21.41310743621047
90,33.83171963348631
91,18.168848461866304
92,18.58078550909843
93,31.866913500186264
94,19.339797707138235
95,20.380162904578764
96,19.64382191677556
97,29.54560717860692
98,41.91980897224412
99,39.3585612046834
100,35.14230147214237
101,43.59331473770318
102,18.957252091956235
103,46.561651186401484
104,21.84573667394877
105,21.97892987807383
106,20.981830234632522
107,19.526522398914143
108,30.52326695680091
109,19.144815678866497
110,24.54241342167857
111,26.299525649698637
112,19.823844236513505
113,20.83257988223161
114,21.022878048568835
115,35.28592793985013
116,20.944112427821278
117,21.244461722957002
118,31.222074555659592
119,20.510302162012817
120,27.391468484488122
121,46.33648038771471
122,17.75556902888598
123,41.042827342622694
124,30.701916809651095
125,22.277457449270816
126,28.53233678564208
127,34.72366285926627
128,25.439531256171133
129,24.18795184835725
130,23.860075780394734
131,48.39853163067828
132,25.021391980568893
133,36.542160788516995
134,30.975449550752604
135,18.271519152609404
136,22.32728415430856
137,39.15098892316625
138,28.984124419538436
139,20.675741061173845
140,21.11208318796325
141,30.60392284556489
142,24.58304032807964
143,31.383052281696465
144,42.3121912879631
145,37.51603619801691
146,44.38854772131338
147,35.79626554061781
148,23.51942292909774
149,38.37232924678338
150,43.01598249463396
151,25.712659591392967
152,47.100944607326404
153,21.40837172103266
154,42.14223943925559
155,26.603460910084273
156,19.404143513088233
157,19.63994353393542
158,22.33440593394133
159,42.65979942540709
160,35.595920971387294
161,25.752795643380797
162,21.43956198626514
163,38.1626048046866
164,45.74604409053253
165,39.952520565769724
166,48.5949298369885
167,33.18469353514576
168,44.25678365231284
169,20.52801595398882
170,28.837717571070364
171,32.92452997842907
172,26.823384874813204
173,28.200803269266334
174,18.005631658613076
175,26.9960403182308
176,21.85991085326922
177,22.727278655858687
178,39.004342968681506
179,22.849725834013544
180,47.02052567139606
181,24.26936174160288
182,21.190958036495825
183,31.61931299649928
184,21.886782660484446
185,20.140860057752352
186,18.437507618009707
187,18.7088368255065
188,21.38319061674281
189,32.22515704913524
190,36.00962674555299
191,34.58561530270958
192,41.33668526488327
193,23.895335556102903
194,23.51232283545004
195,19.972705774055555
196,24.903094032336284
197,22.053461286954224
198,20.256313922644896
199,20.19683025851928
200,19.436885163807887
201,18.706849058567762
202,35.958465716939834
203,17.730177761684388
204,19.443708687041106
205,29.439019378294294
206,37.42875749447711
207,20.68407784968783
208,37.18500230274644
209,41.745137319032075
210,25.28337830203149
211,30.583169883620542
212,27.085733503371056
213,20.4928100092001
214,38.59237519432585
215,28.3276922931896
216,20.274988971370345
217,23.535007037312155
218,33.417538655792015
219,38.33840238979272
220,19.77534857395205
221,18.258412352221974
222,30.53849258154777
223,32.6811989831189
224,23.17062789256026
225,38.21612726258743
226,36.719389798524666
227,28.00237838099033
228,33.42556023772471
229,18.970862464948816
230,38.05889546290505
231,33.02210653767285
232,20.90902057106447
233,22.519325221459862
234,42.02883090012451
235,27.213492653622186
236,22.379529203233474
237,40.24439864985236
238,22.373966969244307
239,56.13527356932822
240,30.93151726071473
241,27.907855980276587
242,19.076019656894225
243,27.911777721171926
244,39.28747022735722
245,24.141776374519775
246,25.9286167998505
247,36.20316089549164
248,19.06176979993406
249,26.262150369608275
250,26.669306233611167
251,22.936627637479738
252,18.779210411617964
253,25.68320899393696
254,24.148740484782476
255,64.62679012713289
256,24.367203617201273
257,23.300170296578354
258,38.54883129130007
259,28.610257891651514
260,19.899123835300006
261,18.102644927533895
262,33.188902804487086
263,20.950434824601643
264,35.56266883428194
265,18.752396154550254
266,19.090587724370206
267,21.25235280638621
268,22.69287046442214
269,18.228330028544047
270,19.73983277903317
271,36.41436299687277
272,21.666574694625055
273,25.544973778192897
274,42.66462326273946
275,26.956945663020196
276,34.871265597717674
277,30.80781570797233
278,31.70951712870862
279,23.710953492744864
280,22.04737474671849
281,27.179064862198704
282,21.801042798976983
283,29.550493185212996
284,37.132740697845364
285,19.841605109207354
286,28.20137676388537
287,43.389752721877116
288,35.59437378622808
289,36.097341440519486
290,19.523083202756116
291,33.70077708553104
292,22.330813438210363
293,21.506472878087884
294,19.364380711156205
295,36.81091358909931
296,22.24439811894333
297,20.455581985816842
298,25.482684150270728
299,41.71478288129179
300,23.413020451964357
301,19.459512846630272
302,23.414170825944115
303,40.92311953307195
304,52.525379558178614
305,20.95746565908548
306,37.39066186880123
307,22.9684109340133
308,19.814600350340353
309,27.6298253638348
310,41.49681655599683
311,42.773999120247026
312,22.23235769966212
313,52.77062955585014
314,30.15153072268758
315,37.85738076407559
316,31.876005745611522
317,37.49969332542944
318,21.712131696062254
319,21.30283203492651
320,27.16098621615326
321,34.25032761613367
322,20.653821722084686
323,17.932297222433764
324,43.678255536375495
325,25.91145946313935
326,27.329979993463876
327,18.24547485000021
328,33.210368611221156
329,22.251208361585423
330,25.789785740571485
331,20.688374913760814
332,31.2341522515083
333,26.537708527783188
334,18.84417105877225
335,28.188595658839183
336,27.126588187612473
337,28.98737837089505
338,30.504555634329595
339,19.28726300169171
340,52.849873106878995
341,32.74238960552573
342,22.932704436712427
343,42.941424790655425
344,23.027133307904048
345,53.68272766165559
346,22.257067534555993
347,26.089301991745316
348,22.22896872474256
349,32.109443559751696
350,21.34801163402885
351,29.187903975095843
352,32.89562682645583
353,23.337132845220783
354,33.12516711191791
355,44.97745060633617
356,20.426181962657335
357,36.26981291785989
358,47.88944796954206
359,30.432324068863856
360,19.924284947782304
361,20.248260828664925
362,39.67787009941971
363,31.199757998394865
364,30.6460218749213
365,28.60787610943528
366,33.78948923144499
367,55.05169406240863
368,19.3319620992863
369,19.698955612957956
370,33.0712719265945
371,33.4838194424556
372,23.606601253787616
373,25.80783933914032
374,19.488751766331752
375,39.477461021091266
376,39.123227787121735
377,18.89060252126377
378,43.15534479900057
379,40.0823654231417
380,39.329928598480116
381,31.924973321634727
382,49.69784620601015
383,29.2564681446039
384,46.621623852387984
385,28.394451450706185
386,26.716384571694178
387,19.336467880689035
388,31.24756350724605
389,26.647939786001857
390,22.179996247412724
391,26.744332880592864
392,23.853340268548973
393,20.04609683713518
394,20.84945455989213
395,21.471402816849448
396,19.589361276837778
397,30.61879400810034
398,41.5344984850734
399,18.801314601955312
400,51.22631282950614
401,34.177159569174464
402,37.779970801191965
403,19.351574628510118
404,37.48380969611113
405,33.46462695657835
406,32.831109833657415
407,34.41538033727133
408,38.10355592933922
409,37.12589422324696
410,24.212259395849316
411,38.39591590206626
412,31.506124485485135
413,26.28652634987613
414,19.4303826436976
415,44.62637988908276
416,25.240438907086002
417,45.81998722155721
418,23.27536738933164
419,28.847022729547888
420,26.647739661654523
421,28.43853025806356
422,31.812581455964153
423,23.821252456451724
424,19.501364988768803
425,45.95031246072457
426,35.891477224201125
427,19.95703595463709
428,43.1432595509017
429,44.26696869167425
430,21.405965873239857
431,28.30110897014052
432,22.82493213156518
433,47.902602812043774
434,19.17177311917527
435,20.06652953746859
436,34.57522072941272
437,27.0066740572404
438,18.86634837535157
439,19.26977364441361
440,18.962104153951376
441,42.9896195719127
442,26.846956128235266
443,18.91077105230764
444,43.023973408583366
445,24.514475805015458
446,36.48552015872051
447,27.552689714312773
448,20.70492315326774
449,43.967042002012086
450,20.573135021635814
451,18.179099441869617
452,20.759266209771447
453,32.537494907900715
454,34.61515264015773
455,30.7367477206336
456,22.535860654439258
457,25.35952744859398
458,18.526457605966115
459,24.766390826719203
460,37.69870419802516
461,26.065411722600437
462,22.112711119262055
463,31.886189601958463
464,24.592621473532
465,37.54462902679398
466,20.537945588321975
467,36.581107112831155
468,48.088622828085995
469,31.63094581665387
470,25.43634753974512
471,29.290768086982215
472,35.2223023479761
473,22.62630080638236
474,19.44792168764345
475,31.979600655706065
476,19.768784964740455
477,53.85469675846113
478,21.71747989055315
479,52.290639641369154
480,44.91535588758758
481,26.050539076334307
482,26.913692351744505
483,28.71940353382218
484,45.728235633568076
485,32.913951967268964
486,35.007119564434646
487,27.296617168251927
488,18.86932050399872
489,25.73563203598015
490,44.90984490167284
491,41.543814743415375
492,42.28440878656599
493,18.81298478632373
494,25.291903009954154
495,26.492043421168226
496,24.109175497002603
497,19.92806304859891
498,25.652022284594743
499,28.356867996065425
500,27.68688775558755
501,18.620767742480492
502,21.0027767455068
503,25.02345982767788
504,45.24956630801823
505,34.65128167854261
506,52.28350669723001
507,20.458061910762495
508,29.180785545173936
509,21.487710394964136
510,19.979057132488627
511,20.543059468422744
512,28.75517555591173
513,21.08993261370985
514,26.829082348907455
515,25.49322425851092
516,20.55242252142612
517,23.68935666483623
518,40.05626402965837
519,26.364226286240395
520,21.145338179683097
521,28.733006589322372
522,37.08574501772196
523,29.492473474082313
524,29.52799680637731
525,34.434633596568005
526,50.915295660056685
527,40.51096915733438
528,26.62556408272543
529,26.974433262752836
530,34.48444833689764
531,18.31329970918699
532,28.239137218681062
533,26.026980218232232
534,29.187929931898676
535,22.501610728623305
536,38.42190585914892
537,46.88697428095079
538,28.086728743157973
539,29.59514499598523
540,41.388877650898195
541,19.280551972858202
542,39.476633257175905
543,31.063039142920783
544,36.69085115979273
545,20.024536456653514
546,35.31659945749494
547,24.572239885803544
548,32.40775960528872
549,23.505811659728426
550,37.12877768071419
551,33.22713370984726
552,31.98959143465112
553,38.85167708164735
554,23.91399651160377
555,19.36579600814117
556,21.103785290013384
557,34.88870279193836
558,18.794812015737406
559,35.03004819284612
560,22.927117382678727
561,54.751668754606904
562,35.834941120090505
563,35.02253399603591
564,20.322278717428077
565,25.605521048724924
566,20.374345801132772
567,30.454646661486535
568,31.756781145021012
569,26.782750161770462
570,19.352208924718568
571,39.74970945073753
572,45.06344233314702
573,21.999111683927694
574,22.51204149721474
575,22.56331055981242
576,25.930001562444964
577,28.60402808039064
578,21.2501505797245
579,19.099550106699688
580,46.088773327501
581,47.44954405589463
582,19.992556097818618
583,24.464565307647035
584,21.270035245589796
585,18.744334134411485
586,20.87115111223926
587,43.64049525992434
588,21.220473615714035
589,29.010416946128633
590,26.10975310840521
591,43.54149731179756
592,28.79710295778006
593,47.19324107822882
594,38.18052315408111
595,47.09158993937465
596,21.97420208994083
597,19.326134607660066
598,23.814240894987947
599,19.203948199866147
600,48.078633956722285
601,21.984747562865664
602,21.50508558751886
603,24.841751729059013
604,24.407456512978346
605,25.309594490755433
606,37.69906271623944
607,52.82943021065948
608,19.915870035262557
609,20.019855931968753
610,21.767157715356305
611,26.021758550524844
612,31.33468990231601
613,18.740648301071914
614,40.300241612182205
615,30.40965064758287
616,44.26549932028175
617,28.75528115834538
618,19.53074228435083
619,26.039763627544563
620,37.77951890820109
621,27.789650917346943
622,24.150469826855844
623,19.920317692627208
624,28.548380975449252
625,25.592430832440478
626,23.092803197308488
627,32.81144980554023
628,40.92465097205693
629,18.47869132050716
630,21.758878101522303
631,19.059471538653465
632,34.30601046557468
633,28.36630576593769
634,26.93753845844894
635,24.850855202930124
636,19.078965169491497
637,22.45234119738415
638,23.65122464256604
639,25.40176727993395
640,20.08385987203863
641,22.990496129641144
642,26.30565936051709
643,39.4308316224569
644,28.49997021474865
645,26.10988151221101
646,17.7524831892206
647,41.55061546854159
648,33.90213954391423
649,23.690209661549883
650,34.251546737394015
651,38.93746944316079
652,24.683569559503074
653,22.993776339656968
654,22.432849266743684
655,17.83407913354839
656,40.93935765597322
657,35.187437888173314
658,21.58381837470615
659,30.361803684966592
660,30.278479722330715
661,24.09343292844403
662,22.97416548611125
663,32.537708509075095
664,27.076447734765928
665,20.009724873201144
666,30.284899311325624
667,20.972742654238598
668,41.66139574551669
669,28.96836377865887
670,38.05436477106345
671,24.43408391752529
672,29.563322763534668
673,26.950495910131725
674,22.756143272009364
675,22.090287672965246
676,21.47032674756952
677,31.29772803875257
678,19.518138074335624
679,53.14249560813672
680,32.30017439451448
681,22.222449945321323
682,36.871664278538965
683,24.106416245190445
684,35.25230942753564
685,22.565122036879977
686,24.096142553164633
687,27.962251765824757
688,23.608954113416257
689,43.42548414768087
690,20.418673232138357
